tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,rating_numerator,rating_denominator,dog_stage,retweet_count,favorite_count,tweet_length,hashtags,name,expanded_urls
889880896479866881,,,2017-07-25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10,,5156.0,28268.0,107.0,,Bruno,https://twitter.com/dog_rates/status/889880896479866881/photo/1
889665388333682689,,,2017-07-25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,puppo,8538.0,38818.0,106.0,,,https://twitter.com/dog_rates/status/889665388333682689/photo/1
889638837579907072,,,2017-07-25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,,4735.0,27672.0,91.0,,Ted,https://twitter.com/dog_rates/status/889638837579907072/photo/1
889531135344209921,,,2017-07-24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,puppo,2321.0,15359.0,118.0,BarkWeek,Stuart,https://twitter.com/dog_rates/status/889531135344209921/photo/1
889278841981685760,,,2017-07-24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,,5637.0,25652.0,138.0,BarkWeek,Oliver,https://twitter.com/dog_rates/status/889278841981685760/video/1
888917238123831296,,,2017-07-23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,,4709.0,29611.0,86.0,,Jim,https://twitter.com/dog_rates/status/888917238123831296/photo/1
888804989199671297,,,2017-07-22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,,4559.0,26080.0,128.0,,Zeke,https://twitter.com/dog_rates/status/888804989199671297/photo/1
888554962724278272,,,2017-07-22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,,3732.0,20290.0,87.0,,Ralphus,https://twitter.com/dog_rates/status/888554962724278272/photo/1
888078434458587136,,,2017-07-20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,,3653.0,22201.0,127.0,,Gerald,https://twitter.com/dog_rates/status/888078434458587136/photo/1
887705289381826560,,,2017-07-19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,,5609.0,30779.0,127.0,,Jeffrey,https://twitter.com/dog_rates/status/887705289381826560/photo/1
887473957103951883,,,2017-07-19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,,18781.0,69871.0,99.0,,Canela,https://twitter.com/dog_rates/status/887473957103951883/photo/1
887343217045368832,,,2017-07-18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,,10737.0,34222.0,88.0,,,https://twitter.com/dog_rates/status/887343217045368832/video/1
887101392804085760,,,2017-07-18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,,6167.0,31061.0,129.0,,,https://twitter.com/dog_rates/status/887101392804085760/photo/1
886983233522544640,,,2017-07-17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,,8084.0,35859.0,101.0,,Maya,https://twitter.com/dog_rates/status/886983233522544640/photo/1
886736880519319552,,,2017-07-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,,3443.0,12306.0,121.0,,Mingus,https://twitter.com/dog_rates/status/886736880519319552/photo/1
886366144734445568,,,2017-07-15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,pupper,3316.0,21524.0,131.0,,Roscoe,https://twitter.com/dog_rates/status/886366144734445568/photo/1
886258384151887873,,,2017-07-15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,,6523.0,28469.0,94.0,,Waffles,https://twitter.com/dog_rates/status/886258384151887873/photo/1
885984800019947520,,,2017-07-14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,,7097.0,33382.0,140.0,,,https://twitter.com/dog_rates/status/885984800019947520/photo/1
885528943205470208,,,2017-07-13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,,6683.0,36689.0,109.0,,Maisey,https://twitter.com/dog_rates/status/885528943205470208/photo/1
885167619883638784,,,2017-07-12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,,4556.0,22367.0,134.0,,,https://twitter.com/dog_rates/status/885167619883638784/photo/1
884925521741709313,,,2017-07-12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,,16439.0,68152.0,93.0,,Earl,https://twitter.com/dog_rates/status/884925521741709313/photo/1
884876753390489601,,,2017-07-11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,,6096.0,28514.0,118.0,,Lola,https://twitter.com/dog_rates/status/884876753390489601/photo/1
884562892145688576,,,2017-07-11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,,5100.0,24765.0,66.0,,Kevin,https://twitter.com/dog_rates/status/884562892145688576/photo/1
884441805382717440,,,2017-07-10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,,5856.0,27478.0,136.0,,,https://twitter.com/dog_rates/status/884441805382717440/photo/1
884162670584377345,,,2017-07-09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,doggo,3128.0,20771.0,140.0,,Yogi,https://twitter.com/dog_rates/status/884162670584377345/photo/1
883838122936631299,,,2017-07-09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,,3586.0,22349.0,137.0,,Noah,https://twitter.com/dog_rates/status/883838122936631299/photo/1
883482846933004288,,,2017-07-08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,,10407.0,46860.0,112.0,,Bella,https://twitter.com/dog_rates/status/883482846933004288/photo/1
883360690899218434,,,2017-07-07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,floofer,3825.0,22986.0,139.0,,Grizzwald,https://twitter.com/dog_rates/status/883360690899218434/photo/1
883117836046086144,,,2017-07-07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,,6949.0,37914.0,111.0,,,https://twitter.com/dog_rates/status/883117836046086144/photo/1
882992080364220416,,,2017-07-06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,,4122.0,24445.0,108.0,,Rusty,https://twitter.com/dog_rates/status/882992080364220416/photo/1
882762694511734784,,,2017-07-06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,pupper,5134.0,28903.0,114.0,,Gus,https://twitter.com/dog_rates/status/882762694511734784/photo/1
882627270321602560,,,2017-07-05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,,6342.0,28382.0,136.0,,Stanley,https://twitter.com/dog_rates/status/882627270321602560/photo/1
882268110199369728,,,2017-07-04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,,12118.0,45880.0,114.0,,Alfy,https://twitter.com/dog_rates/status/882268110199369728/photo/1
882045870035918850,,,2017-07-04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,,5203.0,29900.0,133.0,,Koko,https://twitter.com/dog_rates/status/882045870035918850/photo/1
881906580714921986,,,2017-07-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,,3533.0,24773.0,67.0,,Rey,https://twitter.com/dog_rates/status/881906580714921986/photo/1
881666595344535552,,,2017-07-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,,11099.0,51522.0,115.0,,Gary,https://twitter.com/dog_rates/status/881666595344535552/photo/1
881536004380872706,,,2017-07-02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,pupper,16570.0,50199.0,130.0,,,https://twitter.com/dog_rates/status/881536004380872706/video/1
880872448815771648,,,2017-06-30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,,3989.0,21734.0,137.0,,,https://twitter.com/dog_rates/status/880872448815771648/photo/1
880465832366813184,,,2017-06-29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,,6546.0,29075.0,114.0,,Bella,https://twitter.com/dog_rates/status/880465832366813184/photo/1
880221127280381952,,,2017-06-29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,,4436.0,27640.0,108.0,,Jesse,https://twitter.com/dog_rates/status/880221127280381952/photo/1
880095782870896641,,,2017-06-28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,,4533.0,28150.0,129.0,,,https://twitter.com/dog_rates/status/880095782870896641/photo/1
879862464715927552,,,2017-06-28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,,3642.0,22667.0,91.0,,Romeo,https://twitter.com/dog_rates/status/879862464715927552/photo/1
879492040517615616,,,2017-06-27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,,3323.0,23822.0,90.0,,Bailey,https://twitter.com/dog_rates/status/879492040517615616/photo/1
879415818425184262,,,2017-06-26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,,45849.0,107956.0,82.0,,Duddles,https://twitter.com/dog_rates/status/879415818425184262/video/1
879376492567855104,,,2017-06-26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,,3261.0,17099.0,125.0,,Jack,https://twitter.com/dog_rates/status/879376492567855104/photo/1
879008229531029506,,,2017-06-25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,,2812.0,19317.0,94.0,,Beau,https://twitter.com/dog_rates/status/879008229531029506/photo/1
878776093423087618,,,2017-06-25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,puppo,4319.0,19763.0,126.0,"PrideMonthPuppo,PrideMonth",Snoopy,https://twitter.com/dog_rates/status/878776093423087618/photo/1
878281511006478336,,,2017-06-23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,,1349.0,7913.0,140.0,,Shadow,https://twitter.com/dog_rates/status/878281511006478336/photo/1
878057613040115712,,,2017-06-23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,,7181.0,42876.0,115.0,,Emmy,https://twitter.com/dog_rates/status/878057613040115712/photo/1
877736472329191424,,,2017-06-22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,,17300.0,71144.0,93.0,,Aja,https://twitter.com/dog_rates/status/877736472329191424/photo/1
877556246731214848,,,2017-06-21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,,3994.0,23258.0,139.0,,Penny,https://twitter.com/dog_rates/status/877556246731214848/photo/1
877316821321428993,,,2017-06-21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,,5414.0,27907.0,137.0,,Dante,https://twitter.com/dog_rates/status/877316821321428993/photo/1
877201837425926144,,,2017-06-20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,,5880.0,27755.0,128.0,,Nelly,https://twitter.com/dog_rates/status/877201837425926144/photo/1
876838120628539392,,,2017-06-19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,pupper,3506.0,21125.0,125.0,,Ginger,https://twitter.com/dog_rates/status/876838120628539392/photo/1
876484053909872640,,,2017-06-18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,,2511.0,19163.0,127.0,,Benedict,https://twitter.com/dog_rates/status/876484053909872640/photo/1
876120275196170240,,,2017-06-17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,,4903.0,28490.0,140.0,,"Venti,",https://twitter.com/dog_rates/status/876120275196170240/photo/1
875747767867523072,,,2017-06-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,,4497.0,25773.0,125.0,,Goose,https://twitter.com/dog_rates/status/875747767867523072/photo/1
875144289856114688,,,2017-06-15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,,5081.0,22185.0,133.0,,Nugget,https://twitter.com/dog_rates/status/875144289856114688/video/1
875021211251597312,,,2017-06-14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,10,,4922.0,26022.0,115.0,,,https://twitter.com/dog_rates/status/875021211251597312/photo/1
874680097055178752,,,2017-06-13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,,4875.0,28439.0,92.0,,Cash,https://twitter.com/dog_rates/status/874680097055178752/photo/1
874296783580663808,,,2017-06-12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,pupper,4308.0,26651.0,114.0,,Jed,https://twitter.com/dog_rates/status/874296783580663808/photo/1
874057562936811520,,,2017-06-12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,10,,4125.0,23134.0,129.0,,,https://twitter.com/dog_rates/status/874057562936811520/photo/1
874012996292530176,,,2017-06-11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,puppo,11007.0,35501.0,139.0,PrideMonth,Sebastian,https://twitter.com/dog_rates/status/874012996292530176/photo/1
873580283840344065,,,2017-06-10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,10,,4143.0,24837.0,135.0,,,https://twitter.com/dog_rates/status/873580283840344065/photo/1
873213775632977920,,,2017-06-09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,pupper,1667.0,7467.0,140.0,,Sierra,https://twitter.com/dog_rates/status/873213775632977920/photo/1
872967104147763200,,,2017-06-09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,10,doggo,5669.0,28031.0,132.0,,,https://twitter.com/dog_rates/status/872967104147763200/photo/1
872820683541237760,,,2017-06-08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,10,,3884.0,15029.0,140.0,dogsatpollingstations,,https://twitter.com/dog_rates/status/872820683541237760/photo/1
